season,lg,team,playoffs,abbreviation
1976,NBA,Seattle SuperSonics,True,SEA
1976,ABA,Spirits of St. Louis,False,SSL
1976,ABA,Utah Stars,False,UTS
1976,ABA,Virginia Squires,False,VIR
1976,NBA,Washington Bullets,True,WSB
1975,NBA,Atlanta Hawks,False,ATL
1975,NBA,Boston Celtics,True,BOS
1975,NBA,Buffalo Braves,True,BUF
1975,NBA,Chicago Bulls,True,CHI
1975,NBA,Cleveland Cavaliers,False,CLE
1975,ABA,Denver Nuggets,True,DNA
1975,NBA,Detroit Pistons,True,DET
1975,NBA,Golden State Warriors,True,GSW
1975,NBA,Houston Rockets,True,HOU
1975,ABA,Indiana Pacers,True,INA
1975,NBA,Kansas City-Omaha Kings,True,KCO
1975,ABA,Kentucky Colonels,True,KEN
1975,NBA,League Average,False,
1975,ABA,League Average,False,
1975,NBA,Los Angeles Lakers,False,LAL
1975,ABA,Memphis Sounds,True,MMS
1975,NBA,Milwaukee Bucks,False,MIL
1975,NBA,New Orleans Jazz,False,NOJ
1975,NBA,New York Knicks,True,NYK
1975,ABA,New York Nets,True,NYA
1975,NBA,Philadelphia 76ers,False,PHI
1975,NBA,Phoenix Suns,False,PHO
1975,NBA,Portland Trail Blazers,False,POR
1975,ABA,San Antonio Spurs,True,SAA
1975,ABA,San Diego Conquistadors,False,SDA
1975,NBA,Seattle SuperSonics,True,SEA
1975,ABA,Spirits of St. Louis,True,SSL
1975,ABA,Utah Stars,True,UTS
1975,ABA,Virginia Squires,False,VIR
1975,NBA,Washington Bullets,True,WSB
1974,NBA,Atlanta Hawks,False,ATL
1974,NBA,Boston Celtics,True,BOS
1974,NBA,Buffalo Braves,True,BUF
1974,NBA,Capital Bullets,True,CAP
1974,ABA,Carolina Cougars,True,CAR
1974,NBA,Chicago Bulls,True,CHI
1974,NBA,Cleveland Cavaliers,False,CLE
1974,ABA,Denver Rockets,True,DNR
1974,NBA,Detroit Pistons,True,DET
1974,NBA,Golden State Warriors,False,GSW
1974,NBA,Houston Rockets,False,HOU
1974,ABA,Indiana Pacers,True,INA
1974,NBA,Kansas City-Omaha Kings,False,KCO
1974,ABA,Kentucky Colonels,True,KEN
1974,NBA,League Average,False,
1974,ABA,League Average,False,
1974,NBA,Los Angeles Lakers,True,LAL
1974,ABA,Memphis Tams,False,MMT
1974,NBA,Milwaukee Bucks,True,MIL
1974,NBA,New York Knicks,True,NYK
1974,ABA,New York Nets,True,NYA
1974,NBA,Philadelphia 76ers,False,PHI
1974,NBA,Phoenix Suns,False,PHO
1974,NBA,Portland Trail Blazers,False,POR
1974,ABA,San Antonio Spurs,True,SAA
1974,ABA,San Diego Conquistadors,True,SDA
1974,NBA,Seattle SuperSonics,False,SEA
1974,ABA,Utah Stars,True,UTS
1974,ABA,Virginia Squires,True,VIR
1973,NBA,Atlanta Hawks,True,ATL
1973,NBA,Baltimore Bullets,True,BAL
1973,NBA,Boston Celtics,True,BOS
1973,NBA,Buffalo Braves,False,BUF
1973,ABA,Carolina Cougars,True,CAR
1973,NBA,Chicago Bulls,True,CHI
1973,NBA,Cleveland Cavaliers,False,CLE
1973,ABA,Dallas Chaparrals,False,DLC
1973,ABA,Denver Rockets,True,DNR
1973,NBA,Detroit Pistons,False,DET
1973,NBA,Golden State Warriors,True,GSW
1973,NBA,Houston Rockets,False,HOU
1973,ABA,Indiana Pacers,True,INA
1973,NBA,Kansas City-Omaha Kings,False,KCO
1973,ABA,Kentucky Colonels,True,KEN
1973,NBA,League Average,False,
1973,ABA,League Average,False,
1973,NBA,Los Angeles Lakers,True,LAL
1973,ABA,Memphis Tams,False,MMT
1973,NBA,Milwaukee Bucks,True,MIL
1973,NBA,New York Knicks,True,NYK
1973,ABA,New York Nets,True,NYA
1973,NBA,Philadelphia 76ers,False,PHI
1973,NBA,Phoenix Suns,False,PHO
1973,NBA,Portland Trail Blazers,False,POR
1973,ABA,San Diego Conquistadors,True,SDA
1973,NBA,Seattle SuperSonics,False,SEA
1973,ABA,Utah Stars,True,UTS
1973,ABA,Virginia Squires,True,VIR
1972,NBA,Atlanta Hawks,True,ATL
1972,NBA,Baltimore Bullets,True,BAL
1972,NBA,Boston Celtics,True,BOS
1972,NBA,Buffalo Braves,False,BUF
1972,ABA,Carolina Cougars,False,CAR
1972,NBA,Chicago Bulls,True,CHI
1972,NBA,Cincinnati Royals,False,CIN
1972,NBA,Cleveland Cavaliers,False,CLE
1972,ABA,Dallas Chaparrals,True,DLC
1972,ABA,Denver Rockets,True,DNR
1972,NBA,Detroit Pistons,False,DET
1972,NBA,Golden State Warriors,True,GSW
1972,NBA,Houston Rockets,False,HOU
1972,ABA,Indiana Pacers,True,INA
1972,ABA,Kentucky Colonels,True,KEN
1972,NBA,League Average,False,
1972,ABA,League Average,False,
1972,NBA,Los Angeles Lakers,True,LAL
1972,ABA,Memphis Pros,False,MMP
1972,NBA,Milwaukee Bucks,True,MIL
1972,NBA,New York Knicks,True,NYK
1972,ABA,New York Nets,True,NYA
1972,NBA,Philadelphia 76ers,False,PHI
1972,NBA,Phoenix Suns,False,PHO
1972,ABA,Pittsburgh Condors,False,PTC
1972,NBA,Portland Trail Blazers,False,POR
1972,NBA,Seattle SuperSonics,False,SEA
1972,ABA,The Floridians,True,FLO
1972,ABA,Utah Stars,True,UTS
1972,ABA,Virginia Squires,True,VIR
1971,NBA,Atlanta Hawks,True,ATL
1971,NBA,Baltimore Bullets,True,BAL
1971,NBA,Boston Celtics,False,BOS
1971,NBA,Buffalo Braves,False,BUF
1971,ABA,Carolina Cougars,False,CAR
1971,NBA,Chicago Bulls,True,CHI
1971,NBA,Cincinnati Royals,False,CIN
1971,NBA,Cleveland Cavaliers,False,CLE
1971,ABA,Denver Rockets,True,DNR
1971,NBA,Detroit Pistons,False,DET
1971,ABA,Indiana Pacers,True,INA
1971,ABA,Kentucky Colonels,True,KEN
1971,NBA,League Average,False,
1971,ABA,League Average,False,
1971,NBA,Los Angeles Lakers,True,LAL
1971,ABA,Memphis Pros,True,MMP
1971,NBA,Milwaukee Bucks,True,MIL
1971,NBA,New York Knicks,True,NYK
1971,ABA,New York Nets,True,NYA
1971,NBA,Philadelphia 76ers,True,PHI
1971,NBA,Phoenix Suns,False,PHO
1971,ABA,Pittsburgh Condors,False,PTC
1971,NBA,Portland Trail Blazers,False,POR
1971,NBA,San Diego Rockets,False,SDR
1971,NBA,San Francisco Warriors,True,SFW
1971,NBA,Seattle SuperSonics,False,SEA
1971,ABA,Texas Chaparrals,True,TEX
1971,ABA,The Floridians,True,FLO
1971,ABA,Utah Stars,True,UTS
1971,ABA,Virginia Squires,True,VIR
1970,NBA,Atlanta Hawks,True,ATL
1970,NBA,Baltimore Bullets,True,BAL
1970,NBA,Boston Celtics,False,BOS
1970,ABA,Carolina Cougars,True,CAR
1970,NBA,Chicago Bulls,True,CHI
1970,NBA,Cincinnati Royals,False,CIN
1970,ABA,Dallas Chaparrals,True,DLC
1970,ABA,Denver Rockets,True,DNR
1970,NBA,Detroit Pistons,False,DET
1970,ABA,Indiana Pacers,True,INA
1970,ABA,Kentucky Colonels,True,KEN
1970,NBA,League Average,False,
1970,ABA,League Average,False,
1970,NBA,Los Angeles Lakers,True,LAL
1970,ABA,Los Angeles Stars,True,LAS
1970,ABA,Miami Floridians,False,MMF
1970,NBA,Milwaukee Bucks,True,MIL
1970,ABA,New Orleans Buccaneers,False,NOB
1970,NBA,New York Knicks,True,NYK
1970,ABA,New York Nets,True,NYA
1970,NBA,Philadelphia 76ers,True,PHI
1970,NBA,Phoenix Suns,True,PHO
1970,ABA,Pittsburgh Pipers,False,PTP
1970,NBA,San Diego Rockets,False,SDR
1970,NBA,San Francisco Warriors,False,SFW
1970,NBA,Seattle SuperSonics,False,SEA
1970,ABA,Washington Capitols,True,WSA
1969,NBA,Atlanta Hawks,True,ATL
1969,NBA,Baltimore Bullets,True,BAL
1969,NBA,Boston Celtics,True,BOS
1969,NBA,Chicago Bulls,False,CHI
1969,NBA,Cincinnati Royals,False,CIN
1969,ABA,Dallas Chaparrals,True,DLC
1969,ABA,Denver Rockets,True,DNR
1969,NBA,Detroit Pistons,False,DET
1969,ABA,Houston Mavericks,False,HSM
1969,ABA,Indiana Pacers,True,INA
1969,ABA,Kentucky Colonels,True,KEN
1969,NBA,League Average,False,
1969,ABA,League Average,False,
1969,NBA,Los Angeles Lakers,True,LAL
1969,ABA,Los Angeles Stars,False,LAS
1969,ABA,Miami Floridians,True,MMF
1969,NBA,Milwaukee Bucks,False,MIL
1969,ABA,Minnesota Pipers,True,MNP
1969,ABA,New Orleans Buccaneers,True,NOB
1969,NBA,New York Knicks,True,NYK
1969,ABA,New York Nets,False,NYA
1969,ABA,Oakland Oaks,True,OAK
1969,NBA,Philadelphia 76ers,True,PHI
1969,NBA,Phoenix Suns,False,PHO
1969,NBA,San Diego Rockets,True,SDR
1969,NBA,San Francisco Warriors,True,SFW
1969,NBA,Seattle SuperSonics,False,SEA
1968,ABA,Anaheim Amigos,False,ANA
1968,NBA,Baltimore Bullets,False,BAL
1968,NBA,Boston Celtics,True,BOS
1968,NBA,Chicago Bulls,True,CHI
1968,NBA,Cincinnati Royals,False,CIN
1968,ABA,Dallas Chaparrals,True,DLC
1968,ABA,Denver Rockets,True,DNR
1968,NBA,Detroit Pistons,True,DET
1968,ABA,Houston Mavericks,True,HSM
1968,ABA,Indiana Pacers,True,INA
1968,ABA,Kentucky Colonels,True,KEN
1968,NBA,League Average,False,
1968,ABA,League Average,False,
1968,NBA,Los Angeles Lakers,True,LAL
1968,ABA,Minnesota Muskies,True,MNM
1968,ABA,New Jersey Americans,False,NJA
1968,ABA,New Orleans Buccaneers,True,NOB
1968,NBA,New York Knicks,True,NYK
1968,ABA,Oakland Oaks,False,OAK
1968,NBA,Philadelphia 76ers,True,PHI
1968,ABA,Pittsburgh Pipers,True,PTP
1968,NBA,San Diego Rockets,False,SDR
1968,NBA,San Francisco Warriors,True,SFW
1968,NBA,Seattle SuperSonics,False,SEA
1968,NBA,St. Louis Hawks,True,STL
1967,NBA,Baltimore Bullets,False,BAL
1967,NBA,Boston Celtics,True,BOS
1967,NBA,Chicago Bulls,True,CHI
1967,NBA,Cincinnati Royals,True,CIN
1967,NBA,Detroit Pistons,False,DET
1967,NBA,League Average,False,
1967,NBA,Los Angeles Lakers,True,LAL
1967,NBA,New York Knicks,True,NYK
1967,NBA,Philadelphia 76ers,True,PHI
1967,NBA,San Francisco Warriors,True,SFW
1967,NBA,St. Louis Hawks,True,STL
1966,NBA,Baltimore Bullets,True,BAL
1966,NBA,Boston Celtics,True,BOS
1966,NBA,Cincinnati Royals,True,CIN
1966,NBA,Detroit Pistons,False,DET
1966,NBA,League Average,False,
1966,NBA,Los Angeles Lakers,True,LAL
1966,NBA,New York Knicks,False,NYK
1966,NBA,Philadelphia 76ers,True,PHI
1966,NBA,San Francisco Warriors,False,SFW
1966,NBA,St. Louis Hawks,True,STL
1965,NBA,Baltimore Bullets,True,BAL
1965,NBA,Boston Celtics,True,BOS
1965,NBA,Cincinnati Royals,True,CIN
1965,NBA,Detroit Pistons,False,DET
1965,NBA,League Average,False,
1965,NBA,Los Angeles Lakers,True,LAL
1965,NBA,New York Knicks,False,NYK
1965,NBA,Philadelphia 76ers,True,PHI
1965,NBA,San Francisco Warriors,False,SFW
1965,NBA,St. Louis Hawks,True,STL
1964,NBA,Baltimore Bullets,False,BAL
1964,NBA,Boston Celtics,True,BOS
1964,NBA,Cincinnati Royals,True,CIN
1964,NBA,Detroit Pistons,False,DET
1964,NBA,League Average,False,
1964,NBA,Los Angeles Lakers,True,LAL
1964,NBA,New York Knicks,False,NYK
1964,NBA,Philadelphia 76ers,True,PHI
1964,NBA,San Francisco Warriors,True,SFW
1964,NBA,St. Louis Hawks,True,STL
1963,NBA,Boston Celtics,True,BOS
1963,NBA,Chicago Zephyrs,False,CHZ
1963,NBA,Cincinnati Royals,True,CIN
1963,NBA,Detroit Pistons,True,DET
1963,NBA,League Average,False,
1963,NBA,Los Angeles Lakers,True,LAL
1963,NBA,New York Knicks,False,NYK
1963,NBA,San Francisco Warriors,False,SFW
1963,NBA,St. Louis Hawks,True,STL
1963,NBA,Syracuse Nationals,True,SYR
1962,NBA,Boston Celtics,True,BOS
1962,NBA,Chicago Packers,False,CHP
1962,NBA,Cincinnati Royals,True,CIN
1962,NBA,Detroit Pistons,True,DET
1962,NBA,League Average,False,
1962,NBA,Los Angeles Lakers,True,LAL
1962,NBA,New York Knicks,False,NYK
1962,NBA,Philadelphia Warriors,True,PHW
1962,NBA,St. Louis Hawks,False,STL
1962,NBA,Syracuse Nationals,True,SYR
1961,NBA,Boston Celtics,True,BOS
1961,NBA,Cincinnati Royals,False,CIN
1961,NBA,Detroit Pistons,True,DET
1961,NBA,League Average,False,
1961,NBA,Los Angeles Lakers,True,LAL
1961,NBA,New York Knicks,False,NYK
1961,NBA,Philadelphia Warriors,True,PHW
1961,NBA,St. Louis Hawks,True,STL
1961,NBA,Syracuse Nationals,True,SYR
1960,NBA,Boston Celtics,True,BOS
1960,NBA,Cincinnati Royals,False,CIN
1960,NBA,Detroit Pistons,True,DET
1960,NBA,League Average,False,
1960,NBA,Minneapolis Lakers,True,MNL
1960,NBA,New York Knicks,False,NYK
1960,NBA,Philadelphia Warriors,True,PHW
1960,NBA,St. Louis Hawks,True,STL
1960,NBA,Syracuse Nationals,True,SYR
1959,NBA,Boston Celtics,True,BOS
1959,NBA,Cincinnati Royals,False,CIN
1959,NBA,Detroit Pistons,True,DET
1959,NBA,League Average,False,
1959,NBA,Minneapolis Lakers,True,MNL
1959,NBA,New York Knicks,True,NYK
1959,NBA,Philadelphia Warriors,False,PHW
1959,NBA,St. Louis Hawks,True,STL
1959,NBA,Syracuse Nationals,True,SYR
1958,NBA,Boston Celtics,True,BOS
1958,NBA,Cincinnati Royals,True,CIN
1958,NBA,Detroit Pistons,True,DET
1958,NBA,League Average,False,
1958,NBA,Minneapolis Lakers,False,MNL
1958,NBA,New York Knicks,False,NYK
1958,NBA,Philadelphia Warriors,True,PHW
1958,NBA,St. Louis Hawks,True,STL
1958,NBA,Syracuse Nationals,True,SYR
1957,NBA,Boston Celtics,True,BOS
1957,NBA,Fort Wayne Pistons,True,FTW
1957,NBA,League Average,False,
1957,NBA,Minneapolis Lakers,True,MNL
1957,NBA,New York Knicks,False,NYK
1957,NBA,Philadelphia Warriors,True,PHW
1957,NBA,Rochester Royals,False,ROC
1957,NBA,St. Louis Hawks,True,STL
1957,NBA,Syracuse Nationals,True,SYR
1956,NBA,Boston Celtics,True,BOS
1956,NBA,Fort Wayne Pistons,True,FTW
1956,NBA,League Average,False,
1956,NBA,Minneapolis Lakers,True,MNL
1956,NBA,New York Knicks,True,NYK
1956,NBA,Philadelphia Warriors,True,PHW
1956,NBA,Rochester Royals,False,ROC
1956,NBA,St. Louis Hawks,True,STL
1956,NBA,Syracuse Nationals,True,SYR
1955,NBA,Baltimore Bullets,False,BLB
1955,NBA,Boston Celtics,True,BOS
1955,NBA,Fort Wayne Pistons,True,FTW
1955,NBA,League Average,False,
1955,NBA,Milwaukee Hawks,False,MLH
1955,NBA,Minneapolis Lakers,True,MNL
1955,NBA,New York Knicks,True,NYK
1955,NBA,Philadelphia Warriors,False,PHW
1955,NBA,Rochester Royals,True,ROC
1955,NBA,Syracuse Nationals,True,SYR
1954,NBA,Baltimore Bullets,False,BLB
1954,NBA,Boston Celtics,True,BOS
1954,NBA,Fort Wayne Pistons,True,FTW
1954,NBA,League Average,False,
1954,NBA,Milwaukee Hawks,False,MLH
1954,NBA,Minneapolis Lakers,True,MNL
1954,NBA,New York Knicks,True,NYK
1954,NBA,Philadelphia Warriors,False,PHW
1954,NBA,Rochester Royals,True,ROC
1954,NBA,Syracuse Nationals,True,SYR
1953,NBA,Baltimore Bullets,True,BLB
1953,NBA,Boston Celtics,True,BOS
1953,NBA,Fort Wayne Pistons,True,FTW
1953,NBA,Indianapolis Olympians,True,INO
1953,NBA,League Average,False,
1953,NBA,Milwaukee Hawks,False,MLH
1953,NBA,Minneapolis Lakers,True,MNL
1953,NBA,New York Knicks,True,NYK
1953,NBA,Philadelphia Warriors,False,PHW
1953,NBA,Rochester Royals,True,ROC
1953,NBA,Syracuse Nationals,True,SYR
1952,NBA,Baltimore Bullets,False,BLB
1952,NBA,Boston Celtics,True,BOS
1952,NBA,Fort Wayne Pistons,True,FTW
1952,NBA,Indianapolis Olympians,True,INO
1952,NBA,League Average,False,
1952,NBA,Milwaukee Hawks,False,MLH
1952,NBA,Minneapolis Lakers,True,MNL
1952,NBA,New York Knicks,True,NYK
1952,NBA,Philadelphia Warriors,True,PHW
1952,NBA,Rochester Royals,True,ROC
1952,NBA,Syracuse Nationals,True,SYR
1951,NBA,Baltimore Bullets,False,BLB
1951,NBA,Boston Celtics,True,BOS
1951,NBA,Fort Wayne Pistons,True,FTW
1951,NBA,Indianapolis Olympians,True,INO
1951,NBA,League Average,False,
1951,NBA,Minneapolis Lakers,True,MNL
1951,NBA,New York Knicks,True,NYK
1951,NBA,Philadelphia Warriors,True,PHW
1951,NBA,Rochester Royals,True,ROC
1951,NBA,Syracuse Nationals,True,SYR
1951,NBA,Tri-Cities Blackhawks,False,TRI
1951,NBA,Washington Capitols,False,WSC
1950,NBA,Anderson Packers,True,AND
1950,NBA,Baltimore Bullets,False,BLB
1950,NBA,Boston Celtics,False,BOS
1950,NBA,Chicago Stags,True,CHS
1950,NBA,Denver Nuggets,False,DNN
1950,NBA,Fort Wayne Pistons,True,FTW
1950,NBA,Indianapolis Olympians,True,INO
1950,NBA,League Average,False,
1950,NBA,Minneapolis Lakers,True,MNL
1950,NBA,New York Knicks,True,NYK
1950,NBA,Philadelphia Warriors,True,PHW
1950,NBA,Rochester Royals,True,ROC
1950,NBA,Sheboygan Red Skins,True,SHE
1950,NBA,St. Louis Bombers,False,STB
1950,NBA,Syracuse Nationals,True,SYR
1950,NBA,Tri-Cities Blackhawks,True,TRI
1950,NBA,Washington Capitols,True,WSC
1950,NBA,Waterloo Hawks,False,WAT
1949,BAA,Baltimore Bullets,True,BLB
1949,BAA,Boston Celtics,False,BOS
1949,BAA,Chicago Stags,True,CHS
1949,BAA,Fort Wayne Pistons,False,FTW
1949,BAA,Indianapolis Jets,False,INJ
1949,BAA,League Average,False,
1949,BAA,Minneapolis Lakers,True,MNL
1949,BAA,New York Knicks,True,NYK
1949,BAA,Philadelphia Warriors,True,PHW
1949,BAA,Providence Steamrollers,False,PRO
1949,BAA,Rochester Royals,True,ROC
1949,BAA,St. Louis Bombers,True,STB
1949,BAA,Washington Capitols,True,WSC
1948,BAA,Baltimore Bullets,True,BLB
1948,BAA,Boston Celtics,True,BOS
1948,BAA,Chicago Stags,True,CHS
1948,BAA,League Average,False,
1948,BAA,New York Knicks,True,NYK
1948,BAA,Philadelphia Warriors,True,PHW
1948,BAA,Providence Steamrollers,False,PRO
1948,BAA,St. Louis Bombers,True,STB
1948,BAA,Washington Capitols,True,WSC
1947,BAA,Boston Celtics,False,BOS
1947,BAA,Chicago Stags,True,CHS
1947,BAA,Cleveland Rebels,True,CLR
1947,BAA,Detroit Falcons,False,DTF
1947,BAA,League Average,False,
1947,BAA,Philadelphia Warriors,True,PHW
1947,BAA,Pittsburgh Ironmen,False,PIT
1947,BAA,New York Knicks,True,NYK
1947,BAA,Providence Steamrollers,False,PRO
1947,BAA,St. Louis Bombers,True,STB
1947,BAA,Toronto Huskies,False,TRH
1947,BAA,Washington Capitols,True,WSC
